id,Time,Source,Destination,Sport,Dport,Protocal
72,Sun May 30 08:06:35 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50775,443,TCP
73,Sun May 30 08:06:35 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50776,443,TCP
74,Sun May 30 08:06:36 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,51109,27018,UDP
75,Sun May 30 08:06:36 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,27018,51109,UDP
76,Sun May 30 08:06:36 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
77,Sun May 30 08:06:36 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,50777,TCP
78,Sun May 30 08:06:36 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
79,Sun May 30 08:06:36 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
80,Sun May 30 08:06:36 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
81,Sun May 30 08:06:37 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
82,Sun May 30 08:06:38 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
83,Sun May 30 08:06:41 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
84,Sun May 30 08:06:42 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50764,443,TCP
85,Sun May 30 08:06:42 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50764,443,TCP
86,Sun May 30 08:06:42 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,50764,TCP
87,Sun May 30 08:06:42 2021,90:23:b4:8a:e0:61,70:66:55:27:01:7f,443,50764,TCP
88,Sun May 30 08:06:42 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,50764,TCP
89,Sun May 30 08:06:42 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,50764,TCP
90,Sun May 30 08:06:42 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50764,443,TCP
91,Sun May 30 08:06:45 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,51109,27018,UDP
92,Sun May 30 08:06:45 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50776,443,TCP
93,Sun May 30 08:06:45 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
94,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50778,80,TCP
95,Sun May 30 08:06:46 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,50778,TCP
96,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50778,80,TCP
97,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50778,80,TCP
98,Sun May 30 08:06:46 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,50778,TCP
99,Sun May 30 08:06:46 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,50778,TCP
100,Sun May 30 08:06:46 2021,90:23:b4:8a:e0:61,70:66:55:27:01:7f,80,50778,TCP
101,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50778,80,TCP
102,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50778,80,TCP
103,Sun May 30 08:06:46 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,50778,TCP
104,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
105,Sun May 30 08:06:46 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,50779,TCP
106,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
107,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
108,Sun May 30 08:06:46 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
109,Sun May 30 08:06:47 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
110,Sun May 30 08:06:48 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
111,Sun May 30 08:06:51 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
112,Sun May 30 08:06:51 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,52593,10002,TCP
113,Sun May 30 08:06:51 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,10002,52593,TCP
114,Sun May 30 08:06:54 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,51109,27018,UDP
115,Sun May 30 08:06:55 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50777,443,TCP
116,Sun May 30 08:06:56 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50779,443,TCP
117,Sun May 30 08:06:56 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50780,443,TCP
118,Sun May 30 08:06:56 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,50780,TCP
119,Sun May 30 08:06:56 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50780,443,TCP
120,Sun May 30 08:06:56 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,50780,443,TCP
121,Sun May 30 08:12:07 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59538,443,TCP
122,Sun May 30 08:12:07 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,51109,27018,UDP
123,Sun May 30 08:12:08 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,27018,51109,UDP
124,Sun May 30 08:12:08 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59538,443,TCP
125,Sun May 30 08:12:11 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59538,443,TCP
126,Sun May 30 08:12:15 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59532,443,TCP
127,Sun May 30 08:12:16 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59538,443,TCP
128,Sun May 30 08:12:16 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59540,443,TCP
129,Sun May 30 08:12:16 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,59540,TCP
130,Sun May 30 08:12:16 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59540,443,TCP
131,Sun May 30 08:12:16 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59540,443,TCP
132,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,51109,27018,UDP
133,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59540,443,TCP
134,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59541,80,TCP
135,Sun May 30 08:12:17 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,59541,TCP
136,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59541,80,TCP
137,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59541,80,TCP
138,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59540,443,TCP
139,Sun May 30 08:12:17 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,59541,TCP
140,Sun May 30 08:12:17 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,59541,TCP
141,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59541,80,TCP
142,Sun May 30 08:12:17 2021,90:23:b4:8a:e0:61,70:66:55:27:01:7f,80,59541,TCP
143,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59541,80,TCP
144,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59541,80,TCP
145,Sun May 30 08:12:17 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,80,59541,TCP
146,Sun May 30 08:12:17 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,65273,443,TCP
147,Sun May 30 08:12:18 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,65273,TCP
148,Sun May 30 08:12:18 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,65273,443,TCP
149,Sun May 30 08:12:18 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59540,443,TCP
150,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59540,443,TCP
151,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
152,Sun May 30 08:12:21 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,59542,TCP
153,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
154,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
155,Sun May 30 08:12:21 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,59542,TCP
156,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
157,Sun May 30 08:12:21 2021,90:23:b4:8a:e0:61,70:66:55:27:01:7f,443,59542,TCP
158,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
159,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
160,Sun May 30 08:12:21 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,59542,TCP
161,Sun May 30 08:12:21 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,59542,TCP
162,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
163,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
164,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
165,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
166,Sun May 30 08:12:21 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
167,Sun May 30 08:12:22 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,59542,TCP
168,Sun May 30 08:12:22 2021,90:23:b4:8a:e0:61,70:66:55:27:01:7f,443,59542,TCP
169,Sun May 30 08:12:22 2021,90:23:b4:8a:e0:61,70:66:55:27:01:7f,443,59542,TCP
170,Sun May 30 08:12:22 2021,90:23:b4:8a:e0:61,70:66:55:27:01:7f,443,59542,TCP
171,Sun May 30 08:12:22 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
172,Sun May 30 08:12:22 2021,14:14:4b:81:93:cb,70:66:55:27:01:7f,443,59542,TCP
173,Sun May 30 08:12:22 2021,70:66:55:27:01:7f,14:14:4b:81:93:cb,59542,443,TCP
174,Sun May 30 10:12:41 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
175,Sun May 30 10:12:41 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,27018,51109,UDP
176,Sun May 30 10:12:48 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,57208,443,TCP
177,Sun May 30 10:12:50 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
178,Sun May 30 10:12:59 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
179,Sun May 30 10:12:59 2021,70:66:55:27:01:7f,01:00:5e:00:00:fb,5353,5353,UDP
180,Sun May 30 10:12:59 2021,70:66:55:27:01:7f,01:00:5e:00:00:fc,53084,5355,UDP
181,Sun May 30 10:12:59 2021,70:66:55:27:01:7f,01:00:5e:00:00:fb,5353,5353,UDP
182,Sun May 30 10:13:00 2021,70:66:55:27:01:7f,01:00:5e:00:00:fb,5353,5353,UDP
183,Sun May 30 10:13:00 2021,70:66:55:27:01:7f,01:00:5e:00:00:fc,51437,5355,UDP
184,Sun May 30 10:13:00 2021,70:66:55:27:01:7f,01:00:5e:00:00:fb,5353,5353,UDP
185,Sun May 30 10:13:08 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
186,Sun May 30 10:13:08 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,27018,51109,UDP
187,Sun May 30 10:13:29 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
188,Sun May 30 10:13:30 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
189,Sun May 30 10:13:30 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
190,Sun May 30 10:13:30 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
191,Sun May 30 10:13:30 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
192,Sun May 30 10:13:30 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
193,Sun May 30 10:13:30 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
194,Sun May 30 10:13:30 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
195,Sun May 30 10:13:30 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
196,Sun May 30 10:13:30 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
197,Sun May 30 10:13:30 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
198,Sun May 30 10:13:30 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
199,Sun May 30 10:13:30 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
200,Sun May 30 10:13:31 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
201,Sun May 30 10:13:31 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
202,Sun May 30 10:13:31 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
203,Sun May 30 10:13:31 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
204,Sun May 30 10:13:32 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
205,Sun May 30 10:13:32 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
206,Sun May 30 10:13:32 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
207,Sun May 30 10:13:32 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
208,Sun May 30 10:13:32 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
209,Sun May 30 10:13:32 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
210,Sun May 30 10:13:32 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,61008,443,TCP
211,Sun May 30 10:13:32 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,61008,TCP
212,Sun May 30 10:13:33 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,57208,443,TCP
213,Sun May 30 10:13:35 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
214,Sun May 30 10:13:55 2021,70:66:55:27:01:7f,01:00:5e:7f:ff:fa,55176,1900,UDP
215,Sun May 30 10:14:02 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51532,443,TCP
216,Sun May 30 10:14:02 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,51532,TCP
217,Sun May 30 10:14:02 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
218,Sun May 30 10:14:02 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,27018,51109,UDP
219,Sun May 30 10:14:04 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,80,51530,TCP
220,Sun May 30 10:14:04 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51530,80,TCP
221,Sun May 30 10:14:06 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,51532,TCP
222,Sun May 30 10:14:06 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,51532,TCP
223,Sun May 30 10:14:06 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51532,443,TCP
224,Sun May 30 10:14:06 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,51532,TCP
225,Sun May 30 10:14:06 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51532,443,TCP
226,Sun May 30 10:14:06 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,50660,443,TCP
227,Sun May 30 10:14:08 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51534,443,TCP
228,Sun May 30 10:14:11 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
229,Sun May 30 10:14:18 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,57208,443,TCP
230,Sun May 30 10:14:20 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51109,27018,UDP
231,Sun May 30 10:14:22 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,51487,53,UDP
232,Sun May 30 10:14:22 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,53,51487,UDP
233,Sun May 30 10:14:22 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,59856,443,TCP
234,Sun May 30 10:14:22 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,50531,443,TCP
235,Sun May 30 10:14:22 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,59856,TCP
236,Sun May 30 10:14:22 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,59856,443,TCP
237,Sun May 30 10:14:22 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,59856,443,TCP
238,Sun May 30 10:14:23 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,50531,TCP
239,Sun May 30 10:14:23 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,50531,443,TCP
240,Sun May 30 10:14:23 2021,70:66:55:27:01:7f,00:10:f3:51:58:53,50531,443,TCP
241,Sun May 30 10:14:23 2021,00:10:f3:51:58:53,70:66:55:27:01:7f,443,59856,TCP
