id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,Source,Destination,Time
57,40.32226800918579,tcp,-,1.862,5,39,330,2154,82410.88,53,128,8.184063454090005,52.08040379875458,4.7536,6.3085,0.12400096142560614,0.9424073068346067,6363.075,535.18043,8192,2263324778,1611011806,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,435,1.3692,546,435,435,435,0,0,0,435,546,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
58,40.92254185676575,tcp,-,1.862,5,40,330,2208,82410.88,53,128,8.064015210859658,52.63602655815667,4.7536,6.3085,0.12218204864938875,0.9530199794652323,6363.075,535.18043,8192,2263324778,1611011806,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,465,1.3692,582,465,465,465,0,0,0,465,582,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
59,42.1252498626709,tcp,-,1.862,5,41,330,2262,82410.88,53,128,7.833781427429064,52.415119368979916,4.7536,6.3085,0.11869365799134945,0.9495492639307956,6363.075,535.18043,8192,2263324778,1611011806,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,496,1.3692,619,496,496,496,0,0,0,496,619,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
60,44.525595903396606,tcp,-,1.862,5,42,330,2316,82410.88,53,128,7.411467343771724,50.80223979276254,4.7536,6.3085,0.11229495975411703,0.9208186699837596,6363.075,535.18043,8192,2263324778,1611011806,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,528,1.3692,657,528,528,528,0,0,0,528,657,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
61,44.525595903396606,tcp,-,1.862,5,43,330,2370,82410.88,53,128,7.411467343771724,50.80223979276254,4.7536,6.3085,0.11229495975411703,0.9208186699837596,6363.075,535.18043,8192,2263324778,2509064629,0,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,528,1.3692,657,528,528,528,0,0,0,528,657,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
62,49.33556079864502,tcp,-,1.862,5,44,330,2424,82410.88,53,128,6.688887177077823,48.038371544468,4.7536,6.3085,0.10134677541027005,0.8715822685283224,6363.075,535.18043,8192,2263324778,1611011806,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,561,1.3692,696,561,561,561,0,0,0,561,696,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
63,49.97646188735962,tcp,-,1.862,5,45,330,2490,82410.88,53,128,6.603108494230277,48.50283330307331,4.7536,6.3085,0.10004709839742844,0.8804144658973703,6363.075,535.18043,8192,2263324778,1706282188,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,595,1.3692,736,595,595,595,0,0,0,595,736,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
64,49.97646188735962,tcp,-,1.862,6,45,396,2490,82410.88,53,128,6.603108494230277,48.50283330307331,4.7536,6.3085,0.10004709839742844,0.8804144658973703,6363.075,535.18043,8192,2706618500,1706282188,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,595,1.3692,736,595,595,595,0,0,0,595,736,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
65,49.97646188735962,tcp,-,1.862,6,46,396,2544,82410.88,53,128,6.603108494230277,48.50283330307331,4.7536,6.3085,0.10004709839742844,0.8804144658973703,6363.075,535.18043,8192,2706618500,1706282189,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,595,1.3692,736,595,595,595,0,0,0,595,736,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
66,50.314579010009766,tcp,-,1.862,6,47,396,2598,82410.88,53,128,7.87048222983677,50.56188584016349,4.7536,6.3085,0.11924973075510258,0.9142479357891198,6363.075,535.18043,8192,2706618500,1706282189,1024,0.05592,0,1622333176.641505,139.5286,116.275,0,1595.37188,630,1.3692,777,630,630,630,0,0,0,630,777,0,36.152.44.96,10.133.144.172,Sun May 30 08:06:06 2021
